time,price,signal,label
1999-06-09,92.333,sell,4.0
1999-06-22,98.667,sell,3.0
1999-07-27,91.25,buy,2.0
1999-09-21,91.75,buy,2.0
1999-09-23,90.5,buy,2.0
1999-10-19,83.25,buy,1.0
1999-10-20,86.25,buy,1.0
1999-11-18,102.5,sell,4.0
2000-03-28,93.0,sell,3.0
2000-06-08,91.25,sell,4.0
2000-06-09,91.25,sell,4.0
2000-07-13,97.5,sell,4.0
2000-07-14,96.75,sell,4.0
2000-07-18,96.5,sell,4.0
2000-08-23,113.0,sell,3.0
2000-08-25,113.0,sell,3.0
2000-09-25,108.0,buy,1.0
2000-11-06,116.0,sell,3.0
2001-02-28,105.0,buy,2.0
2001-03-01,104.0,buy,2.0
2001-03-02,103.5,buy,2.0
2001-03-05,102.5,buy,2.0
2001-06-13,94.0,buy,2.0
2001-06-14,93.0,buy,2.0
2001-06-15,93.0,buy,2.0
2001-06-18,92.75,buy,2.0
2001-07-13,87.5,buy,2.0
2001-08-09,90.25,sell,3.0
2001-08-16,93.75,sell,3.0
2001-09-13,79.0,buy,2.0
2001-09-14,79.75,buy,2.0
2001-09-17,75.25,buy,1.0
2001-09-18,75.75,buy,1.0
2001-09-24,71.25,buy,1.0
2001-12-07,98.5,sell,3.0
2001-12-10,97.0,sell,3.0
2002-05-06,95.25,sell,3.0
2002-06-17,89.25,buy,2.0
2002-06-18,90.5,buy,2.0
2002-09-06,85.0,buy,2.0
2002-10-02,80.75,buy,2.0
2003-01-28,83.25,buy,2.0
2003-01-29,82.25,buy,2.0
2003-01-30,82.25,buy,2.0
2003-05-09,89.25,sell,4.0
2003-05-12,89.0,sell,4.0
2003-05-13,88.5,sell,4.0
2003-08-14,100.5,sell,4.0
2003-08-15,102.0,sell,4.0
2003-08-18,102.0,sell,4.0
2003-08-19,101.5,sell,4.0
2003-09-26,104.5,sell,4.0
2003-10-03,107.0,sell,4.0
2003-10-06,108.0,sell,4.0
2003-10-07,109.0,sell,4.0
2003-10-08,109.0,sell,4.0
2003-11-04,119.0,sell,4.0
2003-11-05,119.0,sell,4.0
2004-01-05,124.5,sell,4.0
2004-01-06,124.0,sell,3.0
2004-01-08,125.5,sell,3.0
2004-02-03,119.5,buy,2.0
2004-05-14,110.5,buy,2.0
2004-05-17,109.5,buy,1.0
2004-05-18,109.5,buy,1.0
2004-06-01,116.0,sell,3.0
2004-10-05,125.0,sell,4.0
2004-11-05,130.5,sell,4.0
2004-11-08,132.0,sell,4.0
