time,price,signal,label
2020-03-02 11:30:00,1.687,buy,2.0
2021-09-01 11:30:00,2.039,buy,1.0
2021-10-08 11:30:00,2.245,buy,2.0
2021-10-11 11:30:00,2.174,sell,3.0
2021-12-01 14:00:00,2.159,buy,1.0
2022-01-04 11:30:00,2.385,buy,2.0
2022-07-19 11:30:00,2.348,buy,2.0
2022-08-22 14:00:00,2.303,buy,2.0
2022-09-26 11:30:00,2.348,sell,4.0
2023-01-09 10:30:00,2.474,sell,4.0
2023-02-21 11:30:00,2.565,buy,1.0
2023-05-17 11:30:00,3.522,buy,2.0
2023-06-07 11:30:00,3.566,buy,2.0
2023-07-06 11:30:00,3.394,buy,2.0
2023-07-07 10:30:00,3.366,sell,4.0
2023-07-10 11:30:00,3.48,buy,2.0
2024-05-30 14:00:00,4.14,sell,4.0
