ipodate,code,code_name
2011-10-28,sh.601100,恒立液压
2006-08-18,sh.601111,中国国航
2010-01-07,sh.601117,中国化学
2016-06-15,sh.601127,赛力斯
2022-12-22,sh.601136,首创证券
2018-06-08,sh.601138,工业富联
2007-02-05,sh.601166,兴业银行
2007-09-19,sh.601169,北京银行
2008-03-10,sh.601186,中国铁建
2015-06-26,sh.601211,国泰君安
2014-01-28,sh.601225,陕西煤业
2016-11-16,sh.601229,上海银行
2019-07-05,sh.601236,红塔证券
2012-03-29,sh.601238,广汽集团
2010-07-15,sh.601288,农业银行
2007-03-01,sh.601318,中国平安
2018-11-16,sh.601319,中国人保
2007-05-15,sh.601328,交通银行
2011-12-16,sh.601336,新华保险
2012-01-16,sh.601360,三六零
2010-10-13,sh.601377,兴业证券
2007-12-03,sh.601390,中国中铁
2006-10-27,sh.601398,工商银行
2007-04-30,sh.601600,中国铝业
2007-12-25,sh.601601,中国太保
1994-03-24,sh.601607,上海医药
2009-09-21,sh.601618,中国中冶
2007-01-09,sh.601628,中国人寿
2011-09-28,sh.601633,长城汽车
2019-12-10,sh.601658,邮储银行
2009-07-29,sh.601668,中国建筑
2011-10-18,sh.601669,中国电建
2010-02-26,sh.601688,华泰证券
2015-03-19,sh.601689,拓普集团
2019-06-28,sh.601698,中国卫通
2006-09-22,sh.601699,潞安环能
2021-08-20,sh.601728,中国电信
2008-08-18,sh.601766,中国中车
2009-08-18,sh.601788,光大证券
2011-02-01,sh.601799,星宇股份
2012-03-09,sh.601800,中国交建
2007-09-28,sh.601808,中海油服
2020-01-16,sh.601816,京沪高铁
2010-08-18,sh.601818,光大银行
2018-01-31,sh.601838,成都银行
2007-11-05,sh.601857,中国石油
2019-02-15,sh.601865,福莱特
2021-09-28,sh.601868,中国能建
2006-12-01,sh.601872,招商轮船
2010-01-21,sh.601877,正泰电器
2017-06-26,sh.601878,浙商证券
2017-01-23,sh.601881,中国银河
2009-10-15,sh.601888,中国中免
2008-02-01,sh.601898,中煤能源
2008-04-25,sh.601899,紫金矿业
2011-08-10,sh.601901,方正证券
2019-11-26,sh.601916,浙商银行
2007-06-26,sh.601919,中远海控
2007-09-25,sh.601939,建设银行
2015-06-10,sh.601985,中国核电
2006-07-05,sh.601988,中国银行
2009-12-16,sh.601989,中国重工
2020-11-02,sh.601995,中金公司
2007-04-27,sh.601998,中信银行
2014-11-06,sh.603019,中科曙光
2020-02-06,sh.603195,公牛集团
2018-05-08,sh.603259,药明康德
2017-10-30,sh.603260,合盛硅业
2014-02-11,sh.603288,海天味业
2023-08-08,sh.603296,华勤技术
2014-07-03,sh.603369,今世缘
2020-04-29,sh.603392,万泰生物
2017-05-04,sh.603501,韦尔股份
2017-11-03,sh.603659,璞泰来
2015-01-29,sh.603799,华友钴业
2014-09-05,sh.603806,福斯特
2017-03-28,sh.603833,欧派家居
2016-08-18,sh.603986,兆易创新
2012-10-09,sh.603993,洛阳钼业
2021-04-20,sh.605117,德业股份
2021-05-27,sh.605499,东鹏饮料
2019-07-22,sh.688008,澜起科技
2019-07-22,sh.688009,中国通号
2019-07-22,sh.688012,中微公司
2019-09-30,sh.688036,传音控股
2022-08-12,sh.688041,海光信息
2021-11-18,sh.688082,盛美上海
2019-11-18,sh.688111,金山办公
2020-04-20,sh.688126,沪硅产业
2020-02-21,sh.688169,石头科技
2021-09-07,sh.688187,时代电气
2022-01-26,sh.688223,晶科能源
2020-07-20,sh.688256,寒武纪
2022-08-22,sh.688271,联影医疗
2021-07-22,sh.688303,大全能源
2020-02-27,sh.688396,华润微
2023-06-09,sh.688472,阿特斯
2023-01-06,sh.688506,百利天恒
2020-06-10,sh.688599,天合光能
2020-07-16,sh.688981,中芯国际
1991-04-03,sz.000001,平安银行
1991-01-29,sz.000002,万科A
1997-11-18,sz.000063,中兴通讯
2004-01-30,sz.000100,TCL科技
2000-10-12,sz.000157,中联重科
2015-01-26,sz.000166,申万宏源
2000-05-29,sz.000301,东方盛虹
2013-09-18,sz.000333,美的集团
2007-04-30,sz.000338,潍柴动力
1996-06-28,sz.000408,藏格矿业
1996-08-28,sz.000425,徐工机械
1993-12-15,sz.000538,云南白药
1994-05-09,sz.000568,泸州老窖
1996-09-27,sz.000596,古井贡酒
1996-10-22,sz.000617,中油资本
1997-06-10,sz.000625,长安汽车
1996-11-20,sz.000630,铜陵有色
1996-11-18,sz.000651,格力电器
1996-12-18,sz.000661,长春高新
1997-03-26,sz.000708,中信特钢
2001-01-12,sz.000725,京东方A
1997-06-26,sz.000768,中航西飞
1997-06-11,sz.000776,广发证券
1997-06-06,sz.000786,北新建材
1997-09-04,sz.000792,盐湖股份
1997-06-18,sz.000800,一汽解放
1998-04-08,sz.000807,云铝股份
1998-04-27,sz.000858,五粮液
1998-03-11,sz.000876,新希望
1998-12-10,sz.000895,双汇发展
1999-11-04,sz.000938,紫光股份
2000-01-27,sz.000963,华东医药
2000-06-08,sz.000975,山金国际
2000-06-08,sz.000977,浪潮信息
2000-07-26,sz.000983,山西焦煤
2000-03-09,sz.000999,华润三九
2022-01-24,sz.001289,龙源电力
2017-12-25,sz.001965,招商公路
2015-12-30,sz.001979,招商蛇口
2004-06-25,sz.002001,新和成
2004-06-25,sz.002007,华兰生物
2004-08-04,sz.002027,分众传媒
2004-08-05,sz.002028,思源电气
2005-06-06,sz.002049,紫光国微
2005-06-07,sz.002050,三花智控
2006-10-18,sz.002074,国轩高科
2007-04-20,sz.002129,TCL中环
2007-07-19,sz.002142,宁波银行
2007-11-01,sz.002179,中航光电
2007-11-13,sz.002180,纳思达
2008-05-12,sz.002230,科大讯飞
2008-05-20,sz.002236,大华股份
2008-05-22,sz.002241,歌尔股份
2008-06-23,sz.002252,上海莱士
2008-09-10,sz.002271,东方雨虹
2009-11-06,sz.002304,洋河股份
2009-11-27,sz.002311,海大集团
2010-02-05,sz.002352,顺丰控股
2010-03-16,sz.002371,北方华创
2010-05-28,sz.002415,海康威视
2010-06-03,sz.002422,科伦药业
2010-08-10,sz.002459,晶澳科技
2010-08-10,sz.002460,赣锋锂业
2010-08-18,sz.002463,沪电股份
2010-08-31,sz.002466,天齐锂业
2010-09-15,sz.002475,立讯精密
2010-11-02,sz.002493,荣盛石化
2011-03-02,sz.002555,三七互娱
2011-06-30,sz.002594,比亚迪
2011-07-15,sz.002601,龙佰集团
2011-12-28,sz.002648,卫星化学
2014-01-23,sz.002709,天赐材料
2014-01-28,sz.002714,牧原股份
2014-12-29,sz.002736,国信证券
2016-09-14,sz.002812,恩捷股份
2017-12-13,sz.002916,深南电路
2017-12-26,sz.002920,德赛西威
2018-09-18,sz.002938,鹏鼎控股
2019-08-26,sz.003816,中国广核
2009-10-30,sz.300014,亿纬锂能
2009-10-30,sz.300015,爱尔眼科
2009-12-25,sz.300033,同花顺
2010-03-19,sz.300059,东方财富
2010-09-28,sz.300122,智飞生物
2010-09-28,sz.300124,汇川技术
2011-11-02,sz.300274,阳光电源
2012-04-10,sz.300308,中际旭创
2012-05-11,sz.300316,晶盛机电
2012-08-17,sz.300347,泰格医药
2015-02-17,sz.300394,天孚通信
2014-12-03,sz.300408,三环集团
2015-01-21,sz.300413,芒果超媒
2015-01-21,sz.300418,昆仑万维
2015-03-18,sz.300433,蓝思科技
2015-04-24,sz.300442,润泽科技
2015-05-18,sz.300450,先导智能
2015-11-02,sz.300498,温氏股份
2016-03-03,sz.300502,新易盛
2017-03-17,sz.300628,亿联网络
2017-06-06,sz.300661,圣邦股份
2018-06-11,sz.300750,宁德时代
2019-01-28,sz.300759,康龙化成
2018-10-16,sz.300760,迈瑞医疗
2019-06-18,sz.300782,卓胜微
2020-05-12,sz.300832,新产业
2020-09-28,sz.300896,爱美客
2021-04-26,sz.300979,华利集团
2020-10-15,sz.300999,金龙鱼
2022-07-29,sz.301269,华大九天
